feature_id,feature_name,cat1_id,cat2_id,impact_factor
1,f_1,1,8,0.6580543342869909
2,f_2,8,2,0.6199963160059798
3,f_3,11,1,0.7911237595813762
4,f_4,4,9,0.6502485117918528
5,f_5,5,8,0.6032387926371658
6,f_6,3,10,0.7702228764883452
7,f_7,6,11,0.8749961240581416
8,f_8,11,3,0.6745036326777686
9,f_9,11,2,0.6839153064718283
10,f_10,11,7,0.8177806213261803
11,f_11,11,4,0.7453838949698457
12,f_12,8,2,0.6405560694858413
13,f_13,3,2,0.9321534662493403
14,f_14,9,7,0.9937758304101392
15,f_15,3,12,0.6948569770424009
16,f_16,12,9,0.7073974958475537
17,f_17,1,12,0.7415863489510732
18,f_18,12,1,0.9682181535071724
19,f_19,7,11,0.7084751336004323
20,f_20,12,3,0.8445036080088052
21,f_21,11,9,0.8827919987289348
22,f_22,9,2,0.6967432585018284
23,f_23,10,2,0.7526141217631832
24,f_24,12,8,0.6027835002672398
25,f_25,6,11,0.645684031726029
26,f_26,4,7,0.7832432967993738
27,f_27,8,7,0.8712813350455479
28,f_28,3,9,0.6916464727153606
29,f_29,12,7,0.6217675008109326
30,f_30,3,2,0.9087400284452716
31,f_31,1,10,0.8308760608836113
32,f_32,6,11,0.6834718464300314
33,f_33,2,1,0.892203208400022
34,f_34,11,4,0.8279132943672725
35,f_35,10,3,0.6218169818368328
36,f_36,4,11,0.9989550602397153
37,f_37,12,5,0.646326946564007
38,f_38,7,4,0.9601065580529707
39,f_39,5,10,0.8710134178228679
40,f_40,4,2,0.9193596801832697
41,f_41,7,11,0.8830936734270007
42,f_42,12,5,0.9882169491586315
43,f_43,12,4,0.79777343773408
44,f_44,6,4,0.6940421568891513
45,f_45,7,12,0.8447749401476076
46,f_46,1,10,0.9313108934766622
47,f_47,7,3,0.9450619144499217
48,f_48,12,10,0.6656404582809768
49,f_49,10,8,0.8384757273034427
50,f_50,5,4,0.7868009582563372
51,f_51,2,10,0.933546472454147
52,f_52,3,12,0.6023553633203712
53,f_53,5,10,0.6901042794326857
54,f_54,12,10,0.7623444209867105
55,f_55,5,8,0.7454426225025123
56,f_56,4,11,0.7611184557286745
57,f_57,3,4,0.9656238950573685
58,f_58,2,9,0.7146687121267139
59,f_59,6,10,0.9312841890785515
60,f_60,10,3,0.6149973830925747
61,f_61,7,8,0.8047180895178246
62,f_62,9,2,0.9620814455667155
63,f_63,12,8,0.9735798019164721
64,f_64,11,4,0.6286240608912805
65,f_65,9,7,0.9004642130830819
66,f_66,4,6,0.906874293944985
67,f_67,3,12,0.970015229964344
68,f_68,8,1,0.7243893788764856
69,f_69,1,12,0.8999574541763435
70,f_70,5,3,0.7251269632416376
71,f_71,11,12,0.747179874920178
72,f_72,10,2,0.8558251805300084
73,f_73,3,12,0.8373568229208075
74,f_74,9,4,0.910586592824751
75,f_75,9,12,0.7714158780901121
76,f_76,7,5,0.6325098657664945
77,f_77,8,5,0.8919700922515263
78,f_78,2,3,0.9177004414030577
79,f_79,8,5,0.8161655412271305
80,f_80,8,10,0.6496830888902734
81,f_81,2,6,0.6331182223491032
82,f_82,8,5,0.9748681928380554
83,f_83,11,8,0.8848862136962675
84,f_84,1,10,0.6817771348652788
85,f_85,12,10,0.6790849165135164
86,f_86,1,9,0.9172469002869311
87,f_87,7,10,0.7239873964579603
88,f_88,5,1,0.6984897226060958
89,f_89,8,11,0.6501654066406739
90,f_90,4,10,0.7797619450866276
91,f_91,5,9,0.9419521109524793
92,f_92,3,11,0.9445573477687907
93,f_93,1,11,0.8080881942061654
94,f_94,7,2,0.9247961054081346
95,f_95,3,9,0.8565921845040867
96,f_96,9,10,0.7313258509586187
97,f_97,5,4,0.8999193724127763
98,f_98,10,1,0.662651081439767
99,f_99,6,8,0.6574511065481862
100,f_100,5,3,0.8542778909233132
101,f_101,1,9,0.6518352938506147
102,f_102,2,7,0.9300652756720551
103,f_103,9,2,0.679688465119474
