member_id,age,age_group,region,risk_score,seed
1,66,senior,R2,1.6360114446110783,2002
2,13,pediatric,R1,1.078080967896722,2002
3,67,senior,R1,0.3655462797672966,2002
4,64,adult,R3,0.5438911518576863,2002
5,71,senior,R2,1.3030582320684283,2002
6,87,senior,R2,0.937308986663447,2002
7,9,pediatric,R2,2.4287294821423684,2002
8,52,adult,R1,3.1186936693178806,2002
9,16,pediatric,R3,2.042860953925251,2002
10,66,senior,R2,0.7316158814208326,2002
11,56,adult,R2,0.8828751110149274,2002
12,67,senior,R3,0.4210874644876673,2002
13,68,senior,R1,2.713505922240087,2002
14,47,adult,R3,1.625580769881917,2002
15,0,pediatric,R2,0.218074735454746,2002
16,51,adult,R1,1.7678639140957373,2002
17,27,adult,R1,0.4198692171638853,2002
18,18,adult,R3,1.4440708141329925,2002
19,82,senior,R3,1.6833108011522058,2002
20,41,adult,R2,5.953944839712464,2002
21,28,adult,R1,0.38889085719710925,2002
22,66,senior,R2,5.011559632143669,2002
23,90,senior,R2,0.8141618051224377,2002
24,56,adult,R3,0.37797743381046023,2002
25,20,adult,R1,0.8292718542515402,2002
26,34,adult,R3,1.2281561277792887,2002
27,56,adult,R3,3.439496127621494,2002
28,42,adult,R2,0.526477990444341,2002
29,69,senior,R3,1.1973644224956737,2002
30,12,pediatric,R2,1.9223761010880576,2002
31,47,adult,R2,0.8962088735767064,2002
32,89,senior,R3,0.7943569930842519,2002
33,60,adult,R1,2.0259202120490523,2002
34,68,senior,R2,4.713155585587679,2002
35,9,pediatric,R1,0.39922119497954306,2002
36,2,pediatric,R1,0.8842474385177808,2002
37,0,pediatric,R2,0.8004984960098348,2002
38,21,adult,R3,0.3263449377583178,2002
39,80,senior,R2,1.3102475073423858,2002
40,6,pediatric,R1,0.37029335442342787,2002
41,36,adult,R3,2.9362863386363105,2002
42,10,pediatric,R2,0.33058038236385434,2002
43,22,adult,R1,0.4146200693389159,2002
44,32,adult,R3,0.48464069059407244,2002
45,28,adult,R1,1.3189965329799564,2002
46,60,adult,R2,1.0224862916189,2002
47,63,adult,R3,1.4703443965094323,2002
48,55,adult,R1,1.603623561439604,2002
49,44,adult,R2,0.6402919503942694,2002
50,33,adult,R3,0.2642580972249611,2002
51,42,adult,R2,1.0791326386895732,2002
52,26,adult,R2,0.7339378801004397,2002
53,60,adult,R3,1.4325509918298922,2002
54,81,senior,R3,0.6045157293503989,2002
55,78,senior,R3,0.6667228872662846,2002
56,50,adult,R2,1.7286832322821661,2002
57,22,adult,R2,0.7387283451879005,2002
58,56,adult,R2,3.5606590316516384,2002
59,64,adult,R1,0.9748449029906825,2002
60,1,pediatric,R3,0.9461266186875843,2002
61,85,senior,R1,1.694997410341302,2002
62,70,senior,R1,1.3682253206053465,2002
63,87,senior,R3,1.4527881456850826,2002
64,47,adult,R1,0.9862789841669144,2002
65,23,adult,R2,1.1675609860953686,2002
66,38,adult,R2,1.2195616419890574,2002
67,26,adult,R3,2.125534569359819,2002
68,17,pediatric,R1,1.0914203107250267,2002
69,47,adult,R3,0.44442901243324257,2002
70,32,adult,R2,1.468272886505201,2002
71,59,adult,R2,2.572034652785968,2002
72,22,adult,R2,0.5496491471099995,2002
73,64,adult,R3,0.5120553984538936,2002
74,41,adult,R2,0.7207562946737853,2002
75,7,pediatric,R1,0.5059432161874395,2002
76,61,adult,R3,0.5896854702762045,2002
77,52,adult,R3,0.9019539856192109,2002
78,58,adult,R3,0.999763872327646,2002
79,48,adult,R1,0.7213198132477283,2002
80,77,senior,R3,0.4649444902382712,2002
81,62,adult,R2,0.3911291427371458,2002
82,4,pediatric,R3,1.4570012763498377,2002
83,50,adult,R2,3.218267169824274,2002
84,32,adult,R2,3.12561197011884,2002
85,21,adult,R3,1.817540106508947,2002
86,9,pediatric,R1,1.9196099746893753,2002
87,67,senior,R3,9.150671378715419,2002
88,24,adult,R1,0.22478171392094,2002
89,0,pediatric,R1,0.7158177487278604,2002
90,54,adult,R2,1.3310926220233705,2002
91,62,adult,R1,2.055016846213797,2002
92,46,adult,R2,0.9151526662380904,2002
93,20,adult,R2,0.6512998035736457,2002
94,63,adult,R3,1.0089016763056833,2002
95,23,adult,R2,2.5660702825450343,2002
96,30,adult,R3,0.6376023821978629,2002
97,35,adult,R3,0.6771573096374963,2002
98,58,adult,R3,0.6356872047981305,2002
99,34,adult,R1,1.4836266510759306,2002
100,22,adult,R3,2.1890504089525344,2002
101,33,adult,R2,0.7723117819937909,2002
102,60,adult,R2,1.7638865733070328,2002
103,36,adult,R3,0.6692807826274554,2002
104,58,adult,R2,1.8403937165798143,2002
105,49,adult,R2,0.7240161076522568,2002
106,68,senior,R2,3.7820122435152173,2002
107,6,pediatric,R2,0.8016412853452773,2002
108,90,senior,R2,0.44677741965767315,2002
109,31,adult,R1,0.33152227354249314,2002
110,1,pediatric,R1,0.5875356594763546,2002
111,66,senior,R3,1.9270964297025834,2002
112,21,adult,R1,1.35645371732044,2002
113,27,adult,R1,0.5661893325339055,2002
114,38,adult,R3,0.7813759065573455,2002
115,25,adult,R1,1.0861844954167899,2002
116,61,adult,R3,0.8140603735448557,2002
117,50,adult,R3,1.1434144106578625,2002
118,53,adult,R1,0.5024829041046794,2002
119,58,adult,R1,1.8353487823632137,2002
120,68,senior,R2,0.6092777504624078,2002
121,68,senior,R2,0.9595193573599612,2002
122,37,adult,R2,0.8588661556613639,2002
123,26,adult,R1,0.5731819815696039,2002
124,59,adult,R2,0.56159469018586,2002
125,53,adult,R2,0.4166500268173495,2002
126,16,pediatric,R1,0.6160187084567504,2002
127,83,senior,R1,0.13991302706426345,2002
128,85,senior,R1,0.45583464060299744,2002
129,51,adult,R3,1.7936148850302889,2002
130,5,pediatric,R2,1.9106059581319654,2002
131,31,adult,R1,0.6456639440177627,2002
132,25,adult,R3,1.1092808150657647,2002
133,64,adult,R3,1.5992316596890923,2002
134,54,adult,R1,0.8162401923038516,2002
135,13,pediatric,R3,2.5367075719973267,2002
136,47,adult,R3,1.76595525974957,2002
137,86,senior,R1,1.0292073213700583,2002
138,8,pediatric,R3,0.29140490744475267,2002
139,12,pediatric,R2,1.40971884845023,2002
140,22,adult,R1,1.3128912150722443,2002
141,8,pediatric,R1,1.6475145596834642,2002
142,51,adult,R1,1.7169581377406755,2002
143,72,senior,R1,1.6115298429267977,2002
144,5,pediatric,R2,5.240519415240475,2002
145,9,pediatric,R2,0.4802636245665655,2002
146,24,adult,R1,1.8052187974776452,2002
147,88,senior,R1,0.22019439708010743,2002
148,64,adult,R2,1.5582311467409065,2002
149,27,adult,R2,0.25826572106174284,2002
150,13,pediatric,R1,0.5019136207586135,2002
151,12,pediatric,R1,0.21841135809294818,2002
152,26,adult,R2,0.7120249416699107,2002
153,32,adult,R2,0.8858435425398776,2002
154,75,senior,R3,0.6989802472347092,2002
155,50,adult,R2,1.4459697850576723,2002
