feature_id,feature_name,cat1_id,cat2_id,impact_factor
1,f_1,9,12,0.8556197380489539
2,f_2,9,6,0.6272651740461808
3,f_3,3,4,0.990540906932715
4,f_4,3,9,0.7450106101737292
5,f_5,3,11,0.7909519593481651
6,f_6,5,3,0.8577647657734482
7,f_7,2,7,0.8273100857419776
8,f_8,5,2,0.804010228117643
9,f_9,6,1,0.7225981157077274
10,f_10,10,1,0.9197204647809336
11,f_11,10,3,0.9081710295732733
12,f_12,4,9,0.9681780743691917
13,f_13,3,12,0.9673883866505534
14,f_14,8,1,0.8220950819482441
15,f_15,4,12,0.6101971444337478
16,f_16,8,5,0.6019168180234877
17,f_17,8,7,0.6181753776984755
18,f_18,9,7,0.8038085917911628
19,f_19,9,1,0.9051279740134746
20,f_20,3,12,0.6934986285562557
21,f_21,8,5,0.9367522894266221
22,f_22,2,10,0.8059315202697394
23,f_23,4,6,0.9396264842055293
24,f_24,8,4,0.649655595759752
25,f_25,1,3,0.6593493916752723
26,f_26,5,6,0.6908142090462912
27,f_27,6,12,0.6707314786884946
28,f_28,3,5,0.9122284192142608
29,f_29,11,1,0.9371133938922198
30,f_30,4,9,0.7701438377542488
31,f_31,9,3,0.8126799965378655
32,f_32,6,11,0.8402316690416434
33,f_33,3,8,0.6167967982612587
34,f_34,11,7,0.7733872799341652
35,f_35,11,3,0.7354262523545451
36,f_36,4,6,0.7627238416748827
37,f_37,12,1,0.7834033676184522
38,f_38,12,2,0.8913323985198391
39,f_39,8,1,0.9028394573680765
40,f_40,3,9,0.6779584240206267
41,f_41,12,5,0.6859188558616846
42,f_42,8,10,0.7224531389442355
43,f_43,2,6,0.7949984822866754
44,f_44,11,5,0.8619838328381075
45,f_45,3,9,0.7300045684987022
46,f_46,9,6,0.8464075076068561
47,f_47,4,11,0.7139126349589633
48,f_48,5,9,0.6730741308599902
49,f_49,3,12,0.746057668675368
50,f_50,1,7,0.6464343714055405
51,f_51,1,11,0.8297580257930048
52,f_52,5,3,0.8341932534563512
53,f_53,4,8,0.7416974669152464
54,f_54,6,10,0.7609622460039159
55,f_55,12,11,0.7622628068684741
56,f_56,5,6,0.9880936921354844
57,f_57,4,7,0.6472700902459434
58,f_58,11,9,0.7419938251048837
59,f_59,10,2,0.7216308932870981
60,f_60,7,6,0.6867900905434791
61,f_61,6,3,0.827427877426888
62,f_62,1,7,0.7771247160735872
63,f_63,11,1,0.9041304906589915
64,f_64,6,4,0.6824566100294465
65,f_65,11,1,0.8888279475195988
66,f_66,4,5,0.639240761965177
67,f_67,8,1,0.8857023663802944
