feature_id,feature_name,cat1_id,cat2_id,impact_factor
1,f_1,3,11,0.9775907955760148
2,f_2,6,1,0.7795854292790355
3,f_3,4,6,0.9505209891022013
4,f_4,9,11,0.7038152651806993
5,f_5,9,8,0.6023058673143025
6,f_6,11,10,0.908264637981445
7,f_7,10,3,0.9522470543400604
8,f_8,4,11,0.9048707752288666
9,f_9,9,2,0.6061565089320256
10,f_10,2,12,0.8683834649221835
11,f_11,8,9,0.721559740426106
12,f_12,2,6,0.7189780190457113
13,f_13,10,3,0.9971634300640607
14,f_14,2,5,0.844004702415035
15,f_15,5,12,0.6597904749706075
16,f_16,8,7,0.8957217622684418
17,f_17,8,1,0.6495461100654264
18,f_18,5,11,0.6270264930144887
19,f_19,12,3,0.959345915069467
20,f_20,6,9,0.6464740283793575
21,f_21,11,3,0.6640489757984768
22,f_22,1,11,0.7774444810210058
23,f_23,7,3,0.9741765722971364
24,f_24,11,1,0.9409101548435623
25,f_25,10,3,0.723146937114528
26,f_26,5,10,0.8279325461733384
27,f_27,10,3,0.9076718492643517
28,f_28,2,11,0.7428321832399474
29,f_29,8,7,0.8498258941787951
30,f_30,2,4,0.6409223454309382
31,f_31,1,7,0.6473622192222732
32,f_32,2,11,0.8245518348032383
33,f_33,3,6,0.7465037146538338
34,f_34,3,12,0.7989527906910665
35,f_35,2,5,0.9452924823319562
36,f_36,11,12,0.9045576580576672
37,f_37,3,6,0.8112580501244673
38,f_38,3,10,0.8683140937199911
39,f_39,3,11,0.6694969210288181
40,f_40,6,4,0.891950707992059
41,f_41,7,6,0.8562882129736399
42,f_42,1,6,0.9394557859755368
43,f_43,2,7,0.9725923157238048
44,f_44,10,12,0.9165631398282121
45,f_45,6,10,0.8794048984032914
46,f_46,11,4,0.8529310123969354
47,f_47,1,2,0.845145111764992
48,f_48,3,5,0.6284070150461577
49,f_49,4,3,0.7126298788911154
50,f_50,6,9,0.7592816256509224
51,f_51,9,7,0.627955204776868
52,f_52,10,2,0.9342079288414749
53,f_53,12,9,0.8495428793327341
54,f_54,7,2,0.8802062541690565
55,f_55,10,7,0.6990464820708224
56,f_56,9,1,0.6780392127856743
57,f_57,8,2,0.7118138238415367
58,f_58,8,11,0.795672889091097
59,f_59,9,6,0.9228499037186854
60,f_60,10,2,0.62947346085529
61,f_61,10,7,0.6120303818547296
62,f_62,1,6,0.9276235664326871
63,f_63,11,3,0.9428625396042698
64,f_64,3,7,0.6118947551427759
65,f_65,2,8,0.6332309561232988
66,f_66,6,7,0.8026395112417977
67,f_67,6,8,0.6169202612561787
68,f_68,1,4,0.6575070174235135
69,f_69,5,4,0.7969891696648087
70,f_70,10,8,0.790722861582715
71,f_71,8,12,0.7527557350452414
72,f_72,2,10,0.7377840569502124
73,f_73,5,2,0.7991886481003005
74,f_74,6,11,0.6635584689940016
75,f_75,2,12,0.6570606018612538
76,f_76,10,6,0.6051668149578807
77,f_77,11,8,0.8069460683026237
78,f_78,4,11,0.6700036124930954
79,f_79,8,2,0.9299351534185529
80,f_80,5,11,0.8844934084220085
81,f_81,7,10,0.9179876824197285
82,f_82,10,3,0.7426464678725625
83,f_83,12,7,0.95352533899166
84,f_84,1,5,0.8100487289428067
85,f_85,7,1,0.8613805292829433
86,f_86,5,12,0.7092194948810294
87,f_87,6,10,0.9200862181356149
88,f_88,5,10,0.918039060810814
89,f_89,8,10,0.8457471721844996
90,f_90,11,9,0.9915073344311833
91,f_91,9,7,0.8663156334452282
92,f_92,10,8,0.9131234448909712
93,f_93,4,3,0.6499760437420296
94,f_94,3,7,0.8834771257157991
95,f_95,3,4,0.7938408316875911
96,f_96,5,12,0.6150298553617186
97,f_97,5,10,0.7677136656035949
98,f_98,5,7,0.960803367942626
99,f_99,6,9,0.9339831017220548
100,f_100,9,12,0.6499170628973873
101,f_101,5,12,0.7059943094613529
102,f_102,3,4,0.807378475688902
103,f_103,8,5,0.6497600292229581
104,f_104,12,4,0.6452469223064835
105,f_105,3,5,0.9911925656357155
106,f_106,3,8,0.9737692200954459
107,f_107,8,6,0.7449088357050034
108,f_108,9,12,0.6049251066497189
109,f_109,11,9,0.8841919618705847
110,f_110,1,9,0.6767523127610049
111,f_111,5,3,0.9254306524591868
112,f_112,5,2,0.9495966116874259
113,f_113,8,12,0.7678587804521315
114,f_114,12,8,0.650666376274036
115,f_115,10,12,0.640065195906583
116,f_116,7,8,0.6099103802850184
117,f_117,2,11,0.8944436088741654
118,f_118,9,6,0.8039013009127272
119,f_119,12,10,0.7719123384626546
120,f_120,11,12,0.8576576933515156
121,f_121,6,7,0.6886256429195046
122,f_122,11,9,0.860284789998373
123,f_123,1,5,0.8065126979198108
124,f_124,10,1,0.6063893723302739
125,f_125,9,4,0.7264098567805953
126,f_126,5,1,0.6751910113588556
127,f_127,12,7,0.6667672800047244
128,f_128,9,12,0.8811105759237822
129,f_129,6,5,0.9468110505482965
130,f_130,6,10,0.6941611595101438
131,f_131,12,8,0.9492477836971387
132,f_132,2,9,0.7266703506456876
133,f_133,3,12,0.8070660200921504
134,f_134,1,2,0.7698930796659064
135,f_135,8,6,0.7594942947145567
136,f_136,9,2,0.6034571929753971
137,f_137,9,12,0.9880403235453709
138,f_138,8,2,0.991440109615808
139,f_139,8,12,0.9066953525400858
140,f_140,3,9,0.7477671937095092
141,f_141,10,2,0.9461572620081593
142,f_142,12,8,0.9962942016145905
143,f_143,1,4,0.9273609312205232
144,f_144,11,4,0.639024508634059
145,f_145,8,5,0.7663911500301377
146,f_146,5,11,0.979834170702764
147,f_147,6,1,0.6257068259602979
148,f_148,12,7,0.7653419277577158
149,f_149,3,8,0.9888482691580069
150,f_150,5,9,0.7961006818083617
151,f_151,11,6,0.8165266747504423
152,f_152,1,5,0.6431040148727313
153,f_153,10,1,0.7061458263009478
154,f_154,11,2,0.8161412840753607
155,f_155,8,3,0.8061052486826017
156,f_156,11,7,0.7730248829007098
157,f_157,10,12,0.7449752554990402
158,f_158,1,8,0.9062659204018806
159,f_159,1,8,0.6147704847218264
160,f_160,7,11,0.6330777201592098
161,f_161,11,12,0.953823830666363
162,f_162,2,6,0.9239447001946104
163,f_163,7,6,0.8238216803393829
164,f_164,5,10,0.6220294978331097
165,f_165,4,6,0.7497957222239815
166,f_166,12,11,0.7501101062939324
167,f_167,8,1,0.9999864989977754
168,f_168,7,10,0.9002085060365446
169,f_169,11,5,0.6273312150488576
170,f_170,9,3,0.8833245307519475
171,f_171,6,5,0.809947253045625
172,f_172,9,12,0.7939170095269391
173,f_173,10,12,0.9254024009505759
174,f_174,2,3,0.9131578662029762
175,f_175,7,6,0.6201265436493592
176,f_176,2,3,0.9973204890157872
177,f_177,5,6,0.8570460642688684
178,f_178,9,11,0.9608547658753264
179,f_179,5,1,0.8546405409551003
180,f_180,2,7,0.7624927883376025
181,f_181,11,8,0.9823035827416563
182,f_182,1,6,0.6861472050165746
183,f_183,7,10,0.7640934160054533
184,f_184,7,6,0.8207648784193661
185,f_185,10,12,0.9114967696306593
186,f_186,6,12,0.7933500998460351
187,f_187,8,9,0.6391232583858116
188,f_188,1,10,0.6899857205695054
189,f_189,1,6,0.9068791147506287
190,f_190,12,1,0.7321957896988722
191,f_191,6,4,0.7100225789535102
192,f_192,8,6,0.9490536127549488
193,f_193,8,10,0.7790296634211114
194,f_194,5,11,0.9002817527541912
195,f_195,8,9,0.9477695040034159
196,f_196,5,2,0.9740371123273744
197,f_197,4,11,0.6963003103993053
198,f_198,8,4,0.6743785769599564
199,f_199,9,11,0.6224741574912048
200,f_200,1,6,0.6146669381331606
201,f_201,1,8,0.8918081624555438
202,f_202,12,1,0.6929048300627642
203,f_203,6,12,0.8387750295615373
204,f_204,6,5,0.8784506766062204
205,f_205,1,2,0.9454481695202145
206,f_206,2,10,0.6222054910106678
207,f_207,7,11,0.7406399843133165
208,f_208,10,6,0.8967567094253428
209,f_209,10,2,0.7305851153206122
210,f_210,11,4,0.8303955807686462
211,f_211,12,8,0.7119467431665529
212,f_212,1,10,0.9423848233393963
213,f_213,4,12,0.8524320535613513
214,f_214,6,8,0.6076540281418144
215,f_215,5,10,0.9346111533966508
216,f_216,8,12,0.7186196050622393
217,f_217,11,4,0.6457050749550988
218,f_218,3,11,0.9934666069203887
219,f_219,10,6,0.8431514165224822
220,f_220,10,3,0.8906450635914104
221,f_221,11,7,0.8227616149480952
222,f_222,1,5,0.9182060158411481
223,f_223,11,5,0.8423343388356095
224,f_224,5,4,0.7862263090358048
225,f_225,2,5,0.6361154290361084
226,f_226,12,11,0.7848297829466536
227,f_227,3,6,0.7708047360002065
228,f_228,6,1,0.7361879228458709
229,f_229,8,3,0.6294970071565651
230,f_230,4,3,0.9603095045059977
231,f_231,7,1,0.6067397396709985
232,f_232,12,2,0.9434803841305106
233,f_233,5,11,0.6727449195790436
234,f_234,2,12,0.7301789724495995
235,f_235,5,11,0.7380228882134341
236,f_236,10,5,0.6428518236235831
237,f_237,2,11,0.6574639347757162
238,f_238,6,4,0.8843896189562297
239,f_239,11,5,0.749572420060247
240,f_240,3,8,0.9078612543335574
241,f_241,8,6,0.6372096349242783
242,f_242,12,11,0.6417850000575505
243,f_243,11,7,0.8510208121637755
244,f_244,2,9,0.6753386637728912
245,f_245,1,8,0.971855708044529
246,f_246,10,4,0.8461567259169382
247,f_247,1,10,0.8987853713860093
248,f_248,6,12,0.9819719005123699
249,f_249,10,2,0.6838090810522315
250,f_250,8,10,0.6484685587399545
251,f_251,4,8,0.9018528085442211
252,f_252,8,7,0.6587651888223137
253,f_253,11,5,0.6355178132848476
254,f_254,1,9,0.6997272094736948
255,f_255,9,1,0.845455881404885
256,f_256,5,3,0.9383987972197337
257,f_257,9,2,0.738004293193675
258,f_258,8,7,0.6668274442550473
259,f_259,7,3,0.8578007943876026
260,f_260,10,2,0.7187119707014044
261,f_261,4,9,0.7403780642835783
262,f_262,1,12,0.8303135144622827
263,f_263,10,2,0.9977841974638986
264,f_264,12,10,0.837050480918897
265,f_265,12,11,0.9719106573681526
266,f_266,4,10,0.7957617514361627
267,f_267,5,10,0.9617219300570468
268,f_268,3,5,0.7122675327876761
269,f_269,11,2,0.9056525684787724
270,f_270,4,2,0.7635977949419842
271,f_271,8,1,0.9637332848130741
272,f_272,2,5,0.6758281108513724
273,f_273,12,9,0.8302268893954368
274,f_274,10,3,0.6285206260145694
275,f_275,6,4,0.8508907590475774
276,f_276,4,5,0.8685545099178484
277,f_277,2,10,0.9063777328439897
278,f_278,2,11,0.7502507522381514
279,f_279,9,1,0.6395776769044592
280,f_280,5,6,0.6099484446879323
281,f_281,4,2,0.7723452431093212
282,f_282,10,12,0.7658038054748646
283,f_283,3,6,0.8753662416611934
284,f_284,3,4,0.7406684633720307
285,f_285,1,10,0.8205454215963153
286,f_286,4,6,0.6040646817066856
287,f_287,7,6,0.9160938113425182
288,f_288,2,7,0.6766917842331874
289,f_289,2,4,0.6637715634292805
290,f_290,4,6,0.8909946835447322
291,f_291,3,9,0.9638663576249213
292,f_292,5,7,0.6201153787428665
293,f_293,12,3,0.9541688365750535
294,f_294,3,8,0.7172120247522684
295,f_295,4,10,0.9045882105404927
