feature_id,feature_name,cat1_id,cat2_id,impact_factor
1,f_1,10,2,0.7826938174838098
2,f_2,4,7,0.8527279914959058
3,f_3,8,4,0.732982600722628
4,f_4,8,6,0.7822650189881669
5,f_5,5,7,0.9971702625984913
6,f_6,11,7,0.6952299598577418
7,f_7,4,1,0.6273971467111359
8,f_8,10,8,0.8636508374111446
9,f_9,8,12,0.6702597997932263
10,f_10,12,4,0.8517206449735268
11,f_11,2,8,0.8555178431708944
12,f_12,4,10,0.6131723443754992
13,f_13,8,3,0.7354023085829514
14,f_14,1,10,0.8659120238818034
15,f_15,12,6,0.7760790142046634
16,f_16,6,3,0.8180021623454814
17,f_17,9,3,0.8080325501359629
18,f_18,4,11,0.8846820230030921
19,f_19,11,9,0.8634236448286879
20,f_20,1,10,0.7815591149086902
21,f_21,11,4,0.7609922748735138
22,f_22,4,1,0.7034571590817926
23,f_23,4,10,0.8815753733063996
24,f_24,6,11,0.6825255809462716
25,f_25,3,7,0.6406307377392758
26,f_26,8,12,0.818478952425813
27,f_27,3,7,0.6888926240041982
28,f_28,4,9,0.9766384408617805
29,f_29,4,6,0.727035254707289
30,f_30,12,8,0.8153625186149089
31,f_31,6,8,0.6695828223693674
32,f_32,1,2,0.7710298764202512
33,f_33,4,7,0.9809479139352015
34,f_34,2,7,0.8211170222741659
35,f_35,6,4,0.7255567044632908
36,f_36,7,5,0.898209465717871
37,f_37,6,3,0.8878392930187703
38,f_38,12,10,0.7117473420931976
39,f_39,12,7,0.8582657842605466
40,f_40,9,11,0.8523752397029676
41,f_41,10,1,0.9152499215209822
42,f_42,9,2,0.7503810268140789
43,f_43,8,4,0.7944631891562246
44,f_44,7,2,0.6882529759660662
45,f_45,11,12,0.7910197081795282
46,f_46,12,2,0.8397866996065041
47,f_47,11,6,0.8268855580022817
48,f_48,10,2,0.8454299449015785
49,f_49,3,5,0.6971984372101002
50,f_50,6,5,0.9860944743569766
51,f_51,7,3,0.9595833701841942
52,f_52,9,4,0.7799670200312311
53,f_53,10,6,0.8396005344688505
54,f_54,5,2,0.8452143792742912
55,f_55,7,1,0.7059123898168235
56,f_56,5,1,0.9249052750268598
57,f_57,4,8,0.9099364520958676
58,f_58,9,2,0.9930237527142834
59,f_59,5,10,0.9165798181181358
60,f_60,10,1,0.6190729748122968
61,f_61,8,9,0.732221877256642
62,f_62,12,4,0.9594993041054276
63,f_63,10,6,0.8813405288109275
64,f_64,8,4,0.7640802276826549
65,f_65,1,5,0.977626826405482
66,f_66,3,10,0.815777880342093
67,f_67,6,1,0.8430727215644302
68,f_68,5,1,0.9999363493996755
69,f_69,3,10,0.871140739956292
70,f_70,4,1,0.757515135972334
71,f_71,12,7,0.9669241643241911
72,f_72,4,6,0.9954715971318544
73,f_73,12,4,0.8963432655972143
74,f_74,3,6,0.9292340839901148
75,f_75,8,9,0.6858435179872545
76,f_76,10,3,0.6474504930811023
77,f_77,1,5,0.709862519394464
78,f_78,11,2,0.6724023920783027
79,f_79,10,12,0.66495796710067
80,f_80,9,6,0.7849671316111339
81,f_81,5,1,0.7887871686787037
82,f_82,5,2,0.7659248224502181
83,f_83,11,6,0.7408413628318866
84,f_84,12,1,0.8935579608483033
85,f_85,12,11,0.9589614528506298
86,f_86,9,1,0.9443437229157743
87,f_87,11,12,0.9398482413626896
88,f_88,10,12,0.8741785632724154
89,f_89,8,10,0.951577817443274
90,f_90,1,4,0.8337776921281002
91,f_91,3,1,0.9791941876928799
92,f_92,10,5,0.8784632060359862
93,f_93,11,7,0.7562344989133554
94,f_94,5,12,0.9390978646855044
95,f_95,9,3,0.6256409960428552
96,f_96,1,6,0.6972428398876791
97,f_97,2,4,0.9097157687208544
98,f_98,4,9,0.9673019151825312
99,f_99,1,6,0.8763583673846316
100,f_100,3,7,0.7457827926539211
101,f_101,9,12,0.7871382516472683
102,f_102,9,10,0.8687076965019077
103,f_103,2,11,0.7228723612453425
104,f_104,6,3,0.643766480010717
105,f_105,7,4,0.9152864111218053
106,f_106,1,9,0.9765956823496633
107,f_107,2,8,0.8796147628624167
108,f_108,9,1,0.8360995667023488
109,f_109,5,10,0.8129886035918715
110,f_110,2,10,0.6924077227594755
111,f_111,7,6,0.7222969219988717
112,f_112,6,7,0.7439500343362218
113,f_113,5,10,0.751766280591744
114,f_114,6,9,0.6502251448140182
115,f_115,6,7,0.8329778695476865
116,f_116,3,5,0.7546097515407041
117,f_117,9,3,0.7475909261789436
118,f_118,6,9,0.8372399225343986
119,f_119,1,6,0.7419196343577159
120,f_120,4,6,0.7048930075762966
121,f_121,11,10,0.6937851562899635
122,f_122,1,8,0.9550052466973599
123,f_123,12,5,0.7762286032735313
124,f_124,11,10,0.7804615676897111
125,f_125,7,9,0.7287533525698735
126,f_126,8,3,0.7539017700211224
127,f_127,4,2,0.6658614443296537
128,f_128,1,11,0.761761097556806
129,f_129,1,8,0.9127746511598849
130,f_130,9,1,0.9297579963682556
131,f_131,12,9,0.7480059118322528
132,f_132,3,10,0.8212041997477159
133,f_133,10,12,0.8406434743795906
134,f_134,11,3,0.8915904150386826
135,f_135,7,12,0.6608243720975243
136,f_136,11,7,0.8587596879054182
137,f_137,7,3,0.7213850965377511
138,f_138,1,8,0.9655490660293923
139,f_139,6,8,0.9222625368156272
140,f_140,5,8,0.8875023815545566
141,f_141,5,8,0.9052808768549339
142,f_142,2,8,0.6228051305922637
143,f_143,12,6,0.7390077901074564
144,f_144,3,10,0.744040183128003
145,f_145,6,4,0.8041064426161539
146,f_146,9,6,0.6164772906527508
147,f_147,8,11,0.961820512683931
