feature_id,feature_name,cat1_id,cat2_id,impact_factor
1,f_1,5,11,0.7727361820698619
2,f_2,9,1,0.6875273467816027
3,f_3,8,9,0.6321419193696073
4,f_4,11,10,0.7232157204003102
5,f_5,7,3,0.670795053534081
6,f_6,6,9,0.6632298401461344
7,f_7,2,1,0.8482044584617434
8,f_8,1,9,0.904211398666689
9,f_9,4,10,0.8004288200054958
10,f_10,12,10,0.7622658685557001
11,f_11,9,3,0.7274215311553053
12,f_12,4,3,0.9685721715578659
13,f_13,2,12,0.8901178982896363
14,f_14,5,6,0.6579106303192553
15,f_15,2,7,0.94250772676257
16,f_16,7,5,0.9014771634379473
17,f_17,2,5,0.6215258687862116
18,f_18,10,8,0.7167130864115112
19,f_19,7,3,0.9050393991326702
20,f_20,3,1,0.9406497885057312
21,f_21,6,11,0.9143263050725486
22,f_22,1,5,0.7129186507543529
23,f_23,7,12,0.7612486036875604
24,f_24,1,10,0.9075986443681426
25,f_25,11,9,0.7184349687562778
26,f_26,6,11,0.9814921556651204
27,f_27,8,9,0.9153841383699294
28,f_28,12,3,0.6478431917262573
29,f_29,8,3,0.63367160536833
30,f_30,2,8,0.9132695114019088
31,f_31,5,10,0.8291154835665514
32,f_32,5,6,0.6065480000543308
33,f_33,12,10,0.6745365501094528
34,f_34,11,1,0.799664534333721
35,f_35,3,9,0.9336215423094434
36,f_36,8,3,0.9941056196057891
37,f_37,6,10,0.6241377228174055
38,f_38,5,6,0.8848828133620814
39,f_39,6,3,0.9443073305666205
40,f_40,1,5,0.6060129376826257
41,f_41,12,4,0.9309655789636858
42,f_42,8,11,0.8495224688398023
43,f_43,4,9,0.9119474093856286
44,f_44,10,5,0.765957433528396
45,f_45,1,12,0.6738761893476638
46,f_46,1,9,0.8846623181346046
47,f_47,3,6,0.8274000952755876
48,f_48,8,5,0.7522102103164969
49,f_49,10,3,0.6448511482188641
50,f_50,3,4,0.6730171520169425
51,f_51,2,11,0.756854099569751
52,f_52,10,1,0.7006811418845545
53,f_53,5,12,0.9481407720622675
54,f_54,9,11,0.655621544028758
55,f_55,10,12,0.9393561789059699
56,f_56,7,4,0.809841996173642
