feature_id,feature_name,cat1_id,cat2_id,impact_factor
1,f_1,3,1,0.7301004955376756
2,f_2,4,8,0.9442339912801218
3,f_3,3,7,0.8414927721560976
4,f_4,7,5,0.6197197654136553
5,f_5,9,10,0.6408020669120574
6,f_6,8,5,0.6314346443732561
7,f_7,6,11,0.8385444708577703
8,f_8,8,6,0.9554792371011411
9,f_9,7,10,0.6348989776784201
10,f_10,5,3,0.7127248130775796
11,f_11,11,10,0.7889680009211544
12,f_12,7,9,0.8282862811425301
13,f_13,8,12,0.7384605220807834
14,f_14,9,10,0.9770591948850048
15,f_15,8,11,0.9768440504593119
16,f_16,12,11,0.6398243401415562
17,f_17,3,5,0.7998392312993028
18,f_18,8,11,0.8506018974059154
19,f_19,12,1,0.642775472151066
20,f_20,7,2,0.9508184499273308
21,f_21,8,5,0.6172545849528714
22,f_22,2,8,0.840497316559442
23,f_23,2,3,0.9469039953496192
24,f_24,7,6,0.7337068587902481
25,f_25,4,11,0.7644954735030798
26,f_26,7,1,0.8635470943213488
27,f_27,9,7,0.870226480242061
28,f_28,10,3,0.697314137531126
29,f_29,7,8,0.9737646650139264
30,f_30,1,4,0.6288456714776661
31,f_31,7,5,0.7968066292039444
32,f_32,1,10,0.9746416800555662
33,f_33,8,5,0.7127928293390307
34,f_34,8,6,0.9652372807866904
35,f_35,11,9,0.9166671386463634
36,f_36,4,11,0.8622419226685232
37,f_37,7,5,0.9416715751904391
38,f_38,2,6,0.8076201789373003
39,f_39,10,12,0.815907657328608
40,f_40,11,5,0.8433398037374228
41,f_41,10,5,0.6513252457433736
42,f_42,10,1,0.749011595273141
43,f_43,3,1,0.664731929136144
44,f_44,7,12,0.8525789204126311
45,f_45,1,9,0.719250742129763
46,f_46,12,3,0.885503299456801
47,f_47,12,1,0.6169125755012352
48,f_48,2,10,0.9581140181589214
49,f_49,8,4,0.6061646106017585
50,f_50,10,3,0.8871987976110061
51,f_51,5,1,0.7475702645572068
52,f_52,1,7,0.9598678641251546
53,f_53,12,3,0.8394627441850588
54,f_54,6,3,0.9341978874677852
55,f_55,9,6,0.6739385427316492
56,f_56,6,5,0.847924688468032
57,f_57,10,12,0.6581079463381292
58,f_58,7,12,0.6332351817080224
59,f_59,10,9,0.8083302524466278
60,f_60,5,8,0.9530038362790338
61,f_61,7,2,0.6923021941419227
62,f_62,3,7,0.6068825647590054
63,f_63,9,3,0.6082664668820402
64,f_64,11,1,0.7188081034931657
65,f_65,5,4,0.9363451829655093
66,f_66,6,1,0.6959782246293108
67,f_67,5,8,0.8847610803723296
68,f_68,8,12,0.8592320130894
69,f_69,12,1,0.6880652544778838
70,f_70,12,5,0.8071669258231927
71,f_71,2,3,0.6771252172014445
72,f_72,4,6,0.985512600418803
73,f_73,7,3,0.6008209545097786
74,f_74,3,4,0.9274189824724719
75,f_75,12,11,0.8693302682453444
76,f_76,11,3,0.8682201985120823
77,f_77,12,5,0.7070090891056069
78,f_78,2,1,0.8309551193562769
79,f_79,5,2,0.8271575915726996
80,f_80,10,12,0.74108277935748
81,f_81,6,7,0.7803185712144527
82,f_82,3,6,0.9537791750398477
83,f_83,3,8,0.7958053338581501
84,f_84,3,1,0.9395487384686081
85,f_85,2,9,0.8440840817541144
86,f_86,3,1,0.7809759877931177
87,f_87,12,6,0.7562941328591597
88,f_88,10,1,0.8432265528615966
89,f_89,4,7,0.6007758603608924
90,f_90,10,9,0.7017802113666075
91,f_91,9,6,0.799593237647299
92,f_92,9,2,0.8780572996787286
93,f_93,12,9,0.8067752041143917
94,f_94,10,9,0.7773912670930909
95,f_95,9,10,0.7660898190605367
96,f_96,11,5,0.6060428826708246
97,f_97,9,5,0.9046820644841171
98,f_98,3,8,0.8467556313775005
