feature_id,feature_name,cat1_id,cat2_id,impact_factor
1,f_1,5,8,0.7963802190168526
2,f_2,9,3,0.9663423608445434
3,f_3,10,8,0.7250319987233014
4,f_4,10,9,0.7313882021385981
5,f_5,8,9,0.9905962745785011
6,f_6,1,10,0.913574939673375
7,f_7,5,9,0.9712071649657981
8,f_8,10,1,0.7851853185923675
9,f_9,3,6,0.7155869143741672
10,f_10,9,1,0.8439736868242347
11,f_11,5,6,0.954566325369955
12,f_12,1,12,0.6333158175977315
13,f_13,4,6,0.8356962109032835
14,f_14,5,10,0.8294915612061373
15,f_15,7,1,0.9019784007695391
16,f_16,10,1,0.7256294960835772
17,f_17,6,8,0.9930389161867993
18,f_18,2,1,0.6356718168455663
19,f_19,6,12,0.8344821024792094
20,f_20,1,7,0.8767332613092735
21,f_21,5,3,0.8907604116256529
22,f_22,1,5,0.6265638649636117
23,f_23,5,3,0.6440027974041086
24,f_24,5,12,0.8041779678022265
25,f_25,3,10,0.8401715415383421
26,f_26,10,12,0.6597703683614933
27,f_27,12,8,0.6289475995533288
28,f_28,12,4,0.6978496609748384
29,f_29,2,8,0.9715247470474319
30,f_30,11,8,0.7508589340776191
31,f_31,10,9,0.8791984947818049
32,f_32,7,11,0.9980489781293602
33,f_33,2,7,0.6961438160482378
34,f_34,11,10,0.705338028019256
35,f_35,5,8,0.8117282271535837
36,f_36,11,3,0.9114447872185747
37,f_37,5,7,0.7655261066605004
38,f_38,7,12,0.7336054811878341
39,f_39,12,11,0.6646560913196464
40,f_40,11,7,0.694528350824342
41,f_41,7,10,0.6714135596522298
42,f_42,7,3,0.8098038599422677
43,f_43,11,1,0.6208669469632015
44,f_44,1,12,0.7997175944677669
45,f_45,1,7,0.7756853420150552
46,f_46,7,12,0.6118474581044199
47,f_47,10,1,0.9461892077199546
48,f_48,11,10,0.7701507467088695
49,f_49,1,8,0.6711470640888989
50,f_50,12,3,0.7977628957831623
51,f_51,9,5,0.7008769680636935
52,f_52,10,1,0.8448665889978693
53,f_53,11,7,0.6062333604580233
54,f_54,9,11,0.756310275717279
55,f_55,5,10,0.8686249953998431
56,f_56,7,8,0.9562188509707431
57,f_57,4,9,0.7129164641541434
58,f_58,1,5,0.8257842045297735
59,f_59,10,9,0.8455139283835156
60,f_60,1,4,0.7614573605143831
61,f_61,10,3,0.9931922949741618
62,f_62,7,2,0.9961107320247962
63,f_63,7,10,0.9646020568660192
64,f_64,6,8,0.6004845364034712
65,f_65,5,4,0.7828879860676984
66,f_66,6,10,0.7713285000748689
67,f_67,12,10,0.8964168385747947
