feature_id,feature_name,cat1_id,cat2_id,impact_factor
1,f_1,8,5,0.6441343710370526
2,f_2,1,2,0.8112453878270209
3,f_3,5,1,0.6053762824757287
4,f_4,9,10,0.9897192201205247
5,f_5,7,2,0.8659804524037117
6,f_6,11,5,0.8371722552884445
7,f_7,11,12,0.7393824857611496
8,f_8,5,11,0.8108853440357895
9,f_9,6,8,0.7648696264003253
10,f_10,4,9,0.8206831315848768
11,f_11,9,7,0.9342752540566014
12,f_12,10,7,0.8563020021462047
13,f_13,2,11,0.7625178098327666
14,f_14,3,8,0.6430392029236073
15,f_15,9,2,0.9204585623846351
16,f_16,5,4,0.758316316908819
17,f_17,1,10,0.650626652156936
18,f_18,2,8,0.7150079729480223
19,f_19,3,2,0.6597459575646143
20,f_20,3,5,0.8250037176691352
21,f_21,9,5,0.9733845285790692
22,f_22,4,11,0.860150096572686
23,f_23,12,11,0.8642102178309814
24,f_24,6,1,0.6919858910759891
25,f_25,11,2,0.9964848636775614
26,f_26,9,5,0.8384281555924801
27,f_27,9,5,0.9590585735334706
28,f_28,1,2,0.9279143162931286
29,f_29,5,1,0.7612658805379152
30,f_30,4,10,0.9150396346265691
31,f_31,1,12,0.746845874015833
32,f_32,2,4,0.7552875896747583
33,f_33,4,12,0.9209445128688756
34,f_34,9,2,0.7711222400244165
35,f_35,11,12,0.6666085769158331
36,f_36,6,1,0.7387903546274331
37,f_37,5,9,0.6590572415489426
38,f_38,11,2,0.779732347654233
39,f_39,10,2,0.9937468450106952
40,f_40,10,6,0.9575059647923111
41,f_41,2,3,0.6396829335325592
42,f_42,4,2,0.7667742551169646
43,f_43,5,6,0.746458490265087
44,f_44,6,12,0.7809279992784129
45,f_45,2,5,0.6546304609516306
46,f_46,7,8,0.932894848342907
47,f_47,9,7,0.6721958786907614
48,f_48,6,1,0.6208202772201488
49,f_49,2,6,0.7860401345489818
50,f_50,4,7,0.9798843283750326
51,f_51,11,8,0.6636094597880006
52,f_52,6,10,0.9458740342307088
53,f_53,3,7,0.8203979192351549
54,f_54,6,8,0.6787596286219462
55,f_55,1,5,0.811469791307402
56,f_56,4,9,0.894702740160435
57,f_57,7,1,0.9339688299199093
58,f_58,8,1,0.8744349751296178
59,f_59,1,8,0.9735534075987
60,f_60,12,10,0.7524411023890472
61,f_61,12,9,0.7806701899169699
62,f_62,4,7,0.899778774219623
63,f_63,2,6,0.7987715234294951
64,f_64,5,8,0.6483937868240424
65,f_65,4,10,0.9140468746575914
66,f_66,4,1,0.9189391790754626
67,f_67,11,9,0.8046137643262614
68,f_68,2,11,0.884489742493668
69,f_69,12,4,0.8822576528774468
70,f_70,1,10,0.7324626939182612
71,f_71,5,8,0.609925323208904
72,f_72,9,2,0.8649232520351269
73,f_73,6,12,0.8723432787610765
74,f_74,8,2,0.8454270355867674
75,f_75,12,5,0.6606641471501419
76,f_76,10,4,0.6858924468168397
77,f_77,3,6,0.7504570377493465
78,f_78,1,7,0.7778080402725063
79,f_79,5,9,0.6037826775581506
80,f_80,9,7,0.9721494238962158
81,f_81,6,10,0.936687553882752
82,f_82,5,11,0.6930522573879703
83,f_83,7,9,0.7789678589307908
84,f_84,6,11,0.938314588110751
85,f_85,8,12,0.8211432574072699
86,f_86,6,12,0.7576337364373842
