feature_id,feature_name,cat1_id,cat2_id,impact_factor
1,f_1,7,2,0.9045707226379843
2,f_2,1,8,0.809672682858287
3,f_3,2,12,0.7259848399638531
4,f_4,12,1,0.8669099600165029
5,f_5,6,5,0.6839666477778872
6,f_6,9,5,0.9042184285208885
7,f_7,2,3,0.9017332592210183
8,f_8,12,2,0.8871392377370286
9,f_9,10,7,0.754694655229896
10,f_10,10,8,0.687695475654616
11,f_11,2,4,0.6924898525462978
12,f_12,5,2,0.9944349306686854
13,f_13,2,9,0.8496021147292008
14,f_14,10,8,0.9744439626036854
15,f_15,4,6,0.6592759809735975
16,f_16,3,11,0.8696656446268778
17,f_17,9,12,0.9010864179303013
18,f_18,3,8,0.8949250626678177
19,f_19,7,4,0.6697233763127473
20,f_20,10,6,0.7934043972691226
21,f_21,2,7,0.6605520458055423
22,f_22,5,4,0.8391416703997685
23,f_23,1,11,0.6840712161646278
24,f_24,11,10,0.6114183890684766
25,f_25,12,9,0.9517830306283774
26,f_26,9,2,0.9591571296849618
27,f_27,9,1,0.953699596688006
28,f_28,3,7,0.9650777785619533
29,f_29,5,12,0.6209892577323187
30,f_30,9,8,0.6729612660750296
31,f_31,5,6,0.6427642151709952
32,f_32,7,12,0.6455597476492697
33,f_33,4,12,0.9088474456039276
34,f_34,2,9,0.6147308410916422
35,f_35,4,6,0.9209290434016059
36,f_36,4,12,0.8389326522336062
37,f_37,11,6,0.8923652783063696
38,f_38,2,12,0.8976606634827763
39,f_39,11,7,0.9953264866001179
40,f_40,2,9,0.8243938236246935
41,f_41,12,8,0.6710520295612699
42,f_42,4,12,0.978803064331091
43,f_43,8,3,0.7991445841148803
44,f_44,9,8,0.8523804355780232
45,f_45,4,2,0.9697108232971033
46,f_46,10,8,0.8589067117571862
47,f_47,5,8,0.7742117426911657
48,f_48,5,1,0.866896172363157
49,f_49,6,12,0.8497049501870131
50,f_50,10,11,0.8758166881852132
51,f_51,2,11,0.9884300059995562
52,f_52,9,5,0.8752874876686036
53,f_53,12,8,0.9055655333080076
54,f_54,10,12,0.7790186485849211
55,f_55,10,11,0.6343440345813811
56,f_56,3,11,0.8375938084816349
57,f_57,8,2,0.8203681144881267
58,f_58,12,7,0.9642723084404218
59,f_59,4,8,0.8273531526080666
60,f_60,6,11,0.6443400665549426
61,f_61,10,1,0.7575903700951878
62,f_62,6,1,0.6357171675184176
63,f_63,10,11,0.9207999745950505
