feature_id,feature_name,cat1_id,cat2_id,impact_factor
1,f_1,10,9,0.823754342862974
2,f_2,11,5,0.6031511450619264
3,f_3,11,7,0.7359433587561336
4,f_4,12,3,0.7320615438286383
5,f_5,6,9,0.7006668855685357
6,f_6,2,4,0.9907241816725755
7,f_7,2,8,0.7046151525870282
8,f_8,4,1,0.740207465653332
9,f_9,1,6,0.6555128630399758
10,f_10,4,12,0.8944000914304362
11,f_11,8,12,0.6087595234212371
12,f_12,5,3,0.9288142319232974
13,f_13,8,11,0.7936962094966757
14,f_14,5,11,0.8182011955982413
15,f_15,4,5,0.8208698545462378
16,f_16,10,1,0.9196477649556117
17,f_17,10,9,0.7164679907404607
18,f_18,1,4,0.7879480080808203
19,f_19,12,3,0.7467926936094029
20,f_20,8,3,0.8895346223118215
21,f_21,11,8,0.719143271639175
22,f_22,8,1,0.7787692330214435
23,f_23,4,6,0.809387583902327
24,f_24,9,4,0.6705175714476183
25,f_25,2,7,0.6366956395690637
26,f_26,12,9,0.9829159892770803
27,f_27,6,4,0.6606975204861598
28,f_28,7,2,0.9107998761118371
29,f_29,6,12,0.8909905674924534
30,f_30,7,11,0.7101412980577017
31,f_31,7,3,0.669582207374153
32,f_32,8,11,0.6319615994176453
33,f_33,6,11,0.9901276856130656
34,f_34,1,5,0.72302157469616
35,f_35,10,9,0.913104845274651
36,f_36,6,1,0.831273745089561
37,f_37,11,3,0.9663558046818888
38,f_38,12,8,0.8076254948157816
39,f_39,1,6,0.8671525285863484
40,f_40,8,5,0.7093266833401103
41,f_41,7,5,0.8075585811397594
42,f_42,3,11,0.7447643473739244
43,f_43,8,2,0.8379287409782311
44,f_44,7,5,0.6279156115189205
45,f_45,6,11,0.85935563410692
46,f_46,6,3,0.6442174195369165
47,f_47,5,6,0.7559504358240265
48,f_48,9,8,0.6863691200457724
49,f_49,4,11,0.941086177740313
50,f_50,7,9,0.8395881123448096
51,f_51,8,3,0.7588842960373897
52,f_52,10,11,0.6719299819816308
53,f_53,8,3,0.8764974600737823
54,f_54,3,10,0.7342521903976973
55,f_55,6,7,0.7776215844574107
56,f_56,1,12,0.6483823257194407
57,f_57,12,4,0.6352081245918847
58,f_58,8,5,0.7037450556070017
59,f_59,7,2,0.806364860335785
60,f_60,6,5,0.9932505535744749
61,f_61,6,9,0.9720433773770008
62,f_62,5,7,0.7107336573232085
63,f_63,5,3,0.6154442967015109
64,f_64,12,5,0.8178468209586474
65,f_65,3,9,0.7836081224514048
66,f_66,10,8,0.7504860919669138
67,f_67,6,5,0.7071873135076678
68,f_68,3,12,0.6151619212599986
69,f_69,2,4,0.8887175662142508
70,f_70,3,12,0.7795699918177539
71,f_71,3,1,0.7339902113290052
72,f_72,2,4,0.9446126503809137
73,f_73,12,9,0.8533835190554753
74,f_74,1,4,0.9911169384079092
75,f_75,8,12,0.7454563328465735
76,f_76,4,10,0.6090288631315818
77,f_77,6,12,0.6388155349216101
78,f_78,7,6,0.8935635190323851
79,f_79,10,11,0.8386477450348941
80,f_80,3,4,0.8710353912942406
81,f_81,2,10,0.6034978038804054
82,f_82,9,5,0.6624647074931302
83,f_83,6,7,0.6578811912768678
84,f_84,7,2,0.8756590219716442
85,f_85,3,9,0.6130235104692
86,f_86,10,4,0.7545234718784786
87,f_87,8,6,0.7790379924860535
88,f_88,5,1,0.8742435555377368
89,f_89,12,1,0.7361710432200667
90,f_90,2,3,0.9623058409040635
91,f_91,6,3,0.7191228839171526
92,f_92,12,1,0.829963410441556
93,f_93,8,5,0.9081712205575424
94,f_94,1,12,0.6557181604437915
95,f_95,6,8,0.6371284604856994
96,f_96,1,4,0.7919845790298178
97,f_97,1,11,0.9518759275354156
98,f_98,3,11,0.9547813756804516
99,f_99,10,8,0.9292079041977184
100,f_100,1,9,0.6349502298883527
101,f_101,8,2,0.978849647494036
102,f_102,10,9,0.8063448426370953
103,f_103,1,2,0.6112400254573337
104,f_104,5,8,0.9236966810191954
105,f_105,11,6,0.6420393585344223
106,f_106,6,4,0.9986401422681032
107,f_107,3,5,0.8672766655033877
108,f_108,7,4,0.7006467427324926
109,f_109,3,6,0.7779729167894452
110,f_110,12,8,0.8280514131090948
111,f_111,9,1,0.7711498230841102
112,f_112,5,4,0.9381035327179257
113,f_113,6,3,0.7888094327615089
114,f_114,10,12,0.9842796778583993
115,f_115,2,9,0.8298154745455208
116,f_116,7,8,0.7660139938012087
117,f_117,12,10,0.7726051825979691
118,f_118,4,9,0.6763429815196493
119,f_119,1,6,0.6448776199960654
120,f_120,1,3,0.6106934308359605
121,f_121,5,6,0.7910200914404777
122,f_122,8,11,0.9878038087012584
123,f_123,7,9,0.9225990864566596
124,f_124,8,4,0.9613741570222993
125,f_125,6,7,0.9246039883806497
126,f_126,5,8,0.703876413764601
127,f_127,6,1,0.8300989573262222
128,f_128,9,6,0.639575817605968
129,f_129,11,10,0.9258469432625888
130,f_130,3,5,0.7500616919564111
131,f_131,5,11,0.9197049494362772
132,f_132,12,6,0.884116691464131
133,f_133,3,9,0.7767444878252054
134,f_134,10,12,0.8397501917623486
135,f_135,11,5,0.829456869087994
136,f_136,10,2,0.9762919905104913
137,f_137,12,5,0.6070023646350029
138,f_138,6,8,0.7829714304632752
139,f_139,12,3,0.641390971360607
140,f_140,7,6,0.9365119906721713
141,f_141,3,2,0.9945306550200198
142,f_142,4,2,0.6257518134539329
143,f_143,9,2,0.8229278389779664
144,f_144,7,11,0.881094109698241
145,f_145,10,8,0.7836392526206293
146,f_146,1,8,0.8298431412314333
147,f_147,6,7,0.7180165500820138
148,f_148,8,7,0.6227126446588086
149,f_149,12,8,0.7411486017425031
150,f_150,12,6,0.651077942144503
151,f_151,5,4,0.9014125784411319
152,f_152,2,7,0.9179053177321363
153,f_153,1,10,0.8644903463864326
154,f_154,11,5,0.7265928768045452
155,f_155,10,5,0.8770856291312965
156,f_156,10,2,0.8356040697369198
157,f_157,4,5,0.8967620856228886
158,f_158,2,8,0.8399570938529617
159,f_159,12,5,0.6932738937443962
160,f_160,10,11,0.7237538549582665
161,f_161,4,7,0.790882798555593
162,f_162,1,10,0.6080942958211627
163,f_163,5,7,0.9466473439883759
164,f_164,12,3,0.8276549393077139
165,f_165,3,5,0.9428598732566251
166,f_166,8,9,0.9759600504872791
167,f_167,12,9,0.946849846250549
168,f_168,1,8,0.9193941303732021
169,f_169,6,3,0.7453602411207201
170,f_170,12,9,0.9088914237937592
171,f_171,8,6,0.7772830810306711
172,f_172,8,5,0.9050384676386407
173,f_173,12,8,0.8311283863677252
174,f_174,5,3,0.9012366926787039
175,f_175,2,7,0.9588448917266986
176,f_176,3,9,0.7094945099195755
177,f_177,4,12,0.7792410520051497
178,f_178,5,7,0.9749144426489167
179,f_179,1,4,0.6210245703153532
