feature_id,feature_name,cat1_id,cat2_id,impact_factor
1,f_1,9,12,0.6155718409352985
2,f_2,12,10,0.9616603805205011
3,f_3,10,5,0.845048537141895
4,f_4,11,3,0.7169314172654845
5,f_5,8,10,0.7798155112314686
6,f_6,2,8,0.7379371847723611
7,f_7,10,2,0.8830574961321569
8,f_8,6,3,0.9431699175290222
9,f_9,11,6,0.9279696701335554
10,f_10,4,3,0.6097587250566782
11,f_11,11,10,0.6815552135700572
12,f_12,5,10,0.9276506326814746
13,f_13,12,11,0.7583416399684298
14,f_14,10,7,0.7159937628742683
15,f_15,7,10,0.6106362818686935
16,f_16,9,6,0.9523524388651177
17,f_17,3,12,0.7307059822447419
18,f_18,12,3,0.7272405328857247
19,f_19,2,10,0.9090134755974743
20,f_20,4,3,0.9390328654369068
21,f_21,8,5,0.6497136615472481
22,f_22,4,11,0.7077082692250369
23,f_23,11,4,0.9177390442649119
24,f_24,9,12,0.9118912480864623
25,f_25,2,3,0.7290820558179183
26,f_26,12,2,0.8976893048072214
27,f_27,3,8,0.7790354506047814
28,f_28,12,4,0.8111698524335536
29,f_29,2,4,0.8918976092380473
30,f_30,6,5,0.6362415774188408
31,f_31,3,9,0.7424491110808471
32,f_32,3,4,0.7179047981389127
33,f_33,10,7,0.6437083853059252
34,f_34,2,12,0.7959283326340035
35,f_35,9,1,0.6365260099892965
36,f_36,4,7,0.9025196649682463
37,f_37,1,10,0.8624990721252774
38,f_38,3,12,0.670332871420694
39,f_39,5,7,0.7354693105330999
40,f_40,1,6,0.8242299659726338
41,f_41,4,7,0.9620787086815101
42,f_42,2,10,0.8861467437501593
43,f_43,4,10,0.8990254200404846
44,f_44,7,5,0.8504203551321239
45,f_45,11,4,0.9198382838331903
46,f_46,10,11,0.8922682152174659
47,f_47,2,8,0.6785418045320606
48,f_48,3,2,0.9239356060667971
49,f_49,10,4,0.7514633464153349
50,f_50,12,10,0.7584497053594936
51,f_51,5,12,0.6614708163428165
52,f_52,5,12,0.6725061158534446
53,f_53,3,9,0.7030108803607292
54,f_54,12,9,0.6875344109116623
55,f_55,1,4,0.7238315838064264
56,f_56,3,9,0.8757453617108719
57,f_57,12,4,0.9748900199161562
58,f_58,3,1,0.7113870608381335
59,f_59,3,6,0.7348932270995947
60,f_60,7,11,0.6183961434450156
61,f_61,2,5,0.8165500233369114
62,f_62,9,11,0.7445915215419632
63,f_63,6,5,0.9365176627558048
64,f_64,8,10,0.6524051267188298
65,f_65,12,2,0.9227213026402421
66,f_66,8,11,0.8423220882450491
67,f_67,2,1,0.635559735632239
68,f_68,9,7,0.6205586297999518
69,f_69,3,11,0.7484669643254288
70,f_70,10,6,0.892552775364361
71,f_71,10,5,0.8851236403133611
72,f_72,5,9,0.6252083395375293
73,f_73,5,12,0.7898013769672402
74,f_74,3,4,0.7636640746102753
75,f_75,3,8,0.7340364329165121
76,f_76,2,4,0.7969328112115248
77,f_77,5,10,0.7816802909715361
78,f_78,11,8,0.9100463320385807
79,f_79,9,7,0.6234051678210929
80,f_80,3,10,0.6340107933940725
81,f_81,5,3,0.9864747784216898
82,f_82,6,3,0.7050749548469211
83,f_83,6,1,0.7473842208337822
