feature_id,feature_name,cat1_id,cat2_id,impact_factor
1,f_1,10,4,0.8942870295649155
2,f_2,8,7,0.8506501968968474
3,f_3,11,9,0.9057845005690132
4,f_4,8,10,0.6485994993907821
5,f_5,1,4,0.6270857954855461
6,f_6,7,2,0.6931600266496115
7,f_7,8,3,0.9870496860090318
8,f_8,1,3,0.6993803175753415
9,f_9,4,6,0.9264208891532546
10,f_10,9,8,0.7913542595430968
11,f_11,1,9,0.7027799115857986
12,f_12,6,12,0.8650887917938781
13,f_13,3,10,0.8273001604140899
14,f_14,11,5,0.9021740918458026
15,f_15,6,10,0.7211590384421832
16,f_16,8,12,0.7596209883435657
17,f_17,7,12,0.6970607912735161
18,f_18,10,12,0.9543489779581449
19,f_19,3,8,0.7943086161225483
20,f_20,3,7,0.838235554743182
21,f_21,11,2,0.6639709527498154
22,f_22,12,7,0.6351135246530752
23,f_23,12,1,0.8118514855136072
24,f_24,3,4,0.7752481761191269
25,f_25,6,7,0.601641422343216
26,f_26,3,10,0.8650033709877145
27,f_27,7,6,0.9619001619262703
28,f_28,3,7,0.7024630218457013
29,f_29,9,8,0.9081241083743218
30,f_30,12,8,0.7525634857232526
31,f_31,6,10,0.7772765734815699
32,f_32,12,10,0.702584349087841
33,f_33,2,9,0.8738593916744551
34,f_34,11,3,0.6738908014816312
35,f_35,5,11,0.9693449649221066
36,f_36,6,8,0.7357558082154982
37,f_37,9,8,0.7901595122723177
38,f_38,2,1,0.852906210531887
39,f_39,7,10,0.8021543192387148
40,f_40,9,3,0.9546910321700818
41,f_41,3,6,0.6595110812637767
42,f_42,8,9,0.6642009077771931
43,f_43,5,3,0.7428041151892067
44,f_44,4,6,0.7745940928255045
45,f_45,3,10,0.7519196406911164
46,f_46,6,5,0.626991388979301
47,f_47,2,6,0.8845249584795107
48,f_48,2,8,0.6174237518084953
49,f_49,12,5,0.7172370423502311
50,f_50,1,2,0.6542899094622057
51,f_51,6,10,0.8153520693519839
52,f_52,6,1,0.905151331710923
53,f_53,3,6,0.9528249341439423
54,f_54,7,11,0.7233050135069303
55,f_55,4,5,0.9078639967665643
56,f_56,1,10,0.6456802811014408
57,f_57,6,1,0.6484589868551731
58,f_58,9,7,0.8981548826073433
59,f_59,9,8,0.8545923863535636
60,f_60,9,5,0.6490261835514901
61,f_61,5,9,0.8842022999288701
62,f_62,7,12,0.6578956775535774
63,f_63,11,12,0.7337698303738478
