member_id,age,age_group,region,risk_score,seed
1,7,pediatric,R3,1.1460752244168648,1000
2,37,adult,R1,0.6643714078668248,1000
3,24,adult,R1,1.331698302323637,1000
4,19,adult,R3,0.6827612786755045,1000
5,62,adult,R1,0.9718724779178612,1000
6,68,senior,R3,0.6381090059680293,1000
7,57,adult,R3,0.6827412124547805,1000
8,59,adult,R1,0.7276852488602784,1000
9,90,senior,R3,0.6049508140926025,1000
10,45,adult,R2,2.6946669380782833,1000
11,40,adult,R1,0.8860269150112248,1000
12,6,pediatric,R1,3.374173488687268,1000
13,53,adult,R2,2.549115224947463,1000
14,72,senior,R2,1.0046626072472573,1000
15,28,adult,R2,1.7864063378950574,1000
16,3,pediatric,R2,2.03597814827598,1000
17,35,adult,R1,0.9232009891739766,1000
18,17,pediatric,R3,0.9365482010292243,1000
19,5,pediatric,R3,0.7895394425894409,1000
20,30,adult,R1,0.7681627470739155,1000
21,18,adult,R2,0.40883935930321313,1000
22,44,adult,R3,0.6070800801145751,1000
23,34,adult,R3,3.364171800612126,1000
24,21,adult,R1,0.4858939481023462,1000
25,31,adult,R2,0.5244261881811124,1000
26,15,pediatric,R3,1.537268565656437,1000
27,72,senior,R1,1.6474179095038182,1000
28,22,adult,R1,1.9169996773971143,1000
29,73,senior,R3,1.9360325812839176,1000
30,38,adult,R3,0.6690004797973381,1000
31,21,adult,R1,1.9963243300020612,1000
32,36,adult,R3,0.5601866110273386,1000
33,59,adult,R2,1.3473719728318214,1000
34,45,adult,R1,0.6597494107853872,1000
35,50,adult,R1,0.448088720819208,1000
36,8,pediatric,R3,1.6433650683313026,1000
37,52,adult,R1,0.40846140808608394,1000
38,29,adult,R3,0.6954531272230491,1000
39,1,pediatric,R1,0.6529747213731159,1000
40,54,adult,R2,3.2766076205290178,1000
41,52,adult,R1,1.7539893795378803,1000
42,47,adult,R3,1.0821958193457681,1000
43,72,senior,R2,0.7298364767998891,1000
44,10,pediatric,R1,0.8686235060995713,1000
45,14,pediatric,R1,0.23464971825198985,1000
46,60,adult,R3,0.3041343097449243,1000
47,86,senior,R3,0.4532261844069841,1000
48,90,senior,R2,0.6393234129270655,1000
49,18,adult,R2,0.38762500842469716,1000
50,41,adult,R1,1.105867893637708,1000
51,4,pediatric,R1,0.7597157424605597,1000
52,60,adult,R1,0.5715752379072171,1000
53,32,adult,R3,0.9113584757118676,1000
54,31,adult,R3,0.6216598685302144,1000
55,37,adult,R1,2.8663506907900302,1000
56,20,adult,R2,0.3561590812866255,1000
57,38,adult,R3,3.5145657726954598,1000
58,24,adult,R2,0.6123986694043985,1000
59,36,adult,R3,0.38529672279504507,1000
60,84,senior,R3,2.890894669343317,1000
61,13,pediatric,R3,1.577495604007589,1000
62,70,senior,R3,0.6834632904689495,1000
