feature_id,feature_name,cat1_id,cat2_id,impact_factor
1,f_1,6,8,0.6397524295331196
2,f_2,6,10,0.7318033637286324
3,f_3,7,2,0.8182770361634412
4,f_4,8,12,0.928043881920604
5,f_5,9,7,0.6205372466173052
6,f_6,12,11,0.7725857560394208
7,f_7,11,2,0.8742034874115874
8,f_8,4,8,0.9067577324069482
9,f_9,8,4,0.8719038755816375
10,f_10,4,3,0.8103171430335939
11,f_11,1,5,0.7894759388249212
12,f_12,9,6,0.9565793466109384
13,f_13,2,8,0.8559718286851532
14,f_14,3,6,0.8061866127013524
15,f_15,5,10,0.9269200598597627
16,f_16,10,8,0.974297099854617
17,f_17,12,2,0.7624548737216827
18,f_18,6,9,0.6406122726491231
19,f_19,7,5,0.929107068620627
20,f_20,11,6,0.787707480158173
21,f_21,10,9,0.9107309232955931
22,f_22,9,3,0.9699992804490329
23,f_23,2,8,0.8809433437849818
24,f_24,2,8,0.9960092899929164
25,f_25,11,8,0.7640556709876408
26,f_26,8,2,0.6642728507312532
27,f_27,11,2,0.973088195492888
28,f_28,1,11,0.7064425789360769
29,f_29,10,8,0.6177856667472489
30,f_30,11,1,0.7530046628985343
31,f_31,6,10,0.832107555503339
32,f_32,4,2,0.9872653896383625
33,f_33,1,6,0.7567287970337564
34,f_34,7,3,0.7425790764940186
35,f_35,8,3,0.8912863051765045
36,f_36,12,7,0.7755221888058752
37,f_37,7,8,0.7408226647137914
38,f_38,4,8,0.6056415108202066
39,f_39,9,1,0.6302293441671393
40,f_40,9,2,0.6163989882953829
41,f_41,7,5,0.6785745725363703
42,f_42,11,2,0.749153534597065
43,f_43,1,9,0.894215004652213
44,f_44,9,6,0.9921359556524838
45,f_45,11,9,0.9936795062723544
46,f_46,10,9,0.9107985866180184
47,f_47,6,8,0.6187536344812002
48,f_48,5,10,0.9335034439553566
49,f_49,10,1,0.7347253448771869
50,f_50,2,9,0.989492927094261
51,f_51,4,2,0.8491827784217564
52,f_52,10,4,0.8325738008005985
53,f_53,7,10,0.8781794328130088
54,f_54,12,3,0.9189416783187347
55,f_55,5,9,0.7383001871608146
56,f_56,12,2,0.9872317805892179
57,f_57,5,3,0.9398359230541552
58,f_58,3,1,0.7625262675179458
59,f_59,12,10,0.9993796293028743
60,f_60,12,3,0.6756687892694704
61,f_61,5,2,0.7588581391354858
62,f_62,7,1,0.7588250291689647
63,f_63,3,5,0.7703089407071124
64,f_64,12,6,0.9281853965497926
65,f_65,2,11,0.946789980877806
66,f_66,2,9,0.6763648372871309
67,f_67,7,10,0.9331037358765175
68,f_68,12,4,0.6380628993363372
69,f_69,12,8,0.7743492507880172
70,f_70,9,2,0.7324552571874962
71,f_71,8,3,0.6548687997338952
72,f_72,11,12,0.8377462250002478
73,f_73,8,4,0.9199692441703381
74,f_74,3,10,0.9265626834278641
75,f_75,2,7,0.9901717822683308
76,f_76,11,3,0.8475813972513662
77,f_77,8,4,0.6595527650311589
78,f_78,9,12,0.985526307090257
79,f_79,5,2,0.7489774791547841
80,f_80,8,7,0.7042345027878749
81,f_81,7,3,0.9016514817054636
82,f_82,4,11,0.6840788202046468
83,f_83,1,4,0.9692934047330791
84,f_84,10,7,0.6180270113815834
85,f_85,4,9,0.6791367873407518
86,f_86,5,6,0.9492381846812553
87,f_87,6,5,0.895713025990837
88,f_88,9,7,0.8265275204947442
89,f_89,12,8,0.637875388821387
90,f_90,10,11,0.9725035486734478
91,f_91,4,5,0.8949640432865564
92,f_92,8,4,0.8830062817780246
93,f_93,10,11,0.7968131935242123
94,f_94,4,7,0.7549515134155467
95,f_95,1,3,0.7749164995387352
96,f_96,4,9,0.9059511830138468
97,f_97,11,6,0.9007068455916606
98,f_98,7,3,0.9736488289413205
99,f_99,5,7,0.8033099963989343
100,f_100,12,7,0.8520569980954846
101,f_101,12,6,0.751572723528471
102,f_102,6,3,0.9037036030728629
103,f_103,11,5,0.7360597641373199
104,f_104,1,3,0.8806204699680457
105,f_105,2,5,0.9253201067523458
106,f_106,7,10,0.7191898185088935
107,f_107,1,10,0.8891792604091724
108,f_108,6,5,0.7143460876008891
109,f_109,12,4,0.8903849368813039
110,f_110,1,4,0.8019225037843885
111,f_111,6,9,0.969057092788526
112,f_112,1,4,0.8738381186995858
113,f_113,11,10,0.7080496732712147
114,f_114,2,10,0.8780725483802851
115,f_115,8,11,0.6010126105723695
116,f_116,7,4,0.7882030377446325
117,f_117,7,12,0.9914091330447956
118,f_118,7,10,0.9840578378181768
119,f_119,1,10,0.9319272111001623
120,f_120,3,9,0.9374712777345867
121,f_121,2,3,0.8518196926288808
122,f_122,9,3,0.891162321221483
123,f_123,11,5,0.9149215270522152
124,f_124,11,5,0.7718190648057306
125,f_125,1,5,0.844528163250225
126,f_126,12,6,0.9838691518166454
127,f_127,5,9,0.8699694701700533
